"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender Type","Age","Age Bracket Type","Highest Qualification Held","Qualification_type","Value","Value_type","Numerator","Denominator","Upper 95%","Lower 95%"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","78.7","%","1563137","1985195","79.6","77.8"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","83.1","%","1272575","1532148","84","82.1"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","55.1","%","833665","1511856","56.3","53.9"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","67.4","%","39620","58795","73.6","61.2"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","83","%","15388216","18532476","83.3","82.8"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","82.5","%","6449861","7815138","82.9","82.1"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","78.2","%","2309935","2952307","79","77.5"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","70.7","%","2257420","3193807","71.4","69.9"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","62.7","%","1281210","2044768","63.6","61.7"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","65.7","%","735976","1120598","67","64.3"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","36.4","%","540423","1483593","37.5","35.3"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","48.5","%","21231","43771","55.8","41.2"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","72.9","%","13596056","18653982","73.2","72.6"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","86","%","12745655","14818301","86.3","85.7"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","82.5","%","5227922.5","6338444","82.9","82"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","75.6","%","4722857.5","6248989","76.1","75.1"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","70.6","%","2844347","4029963","71.3","69.9"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","75.7","%","2008551","2652746","76.5","74.9"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","45.9","%","1374088","2995449","46.7","45"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","59.3","%","60851","102566","64.1","54.5"
"% of individuals in employment","All","ONS 5+1","2017","Year","England, Wales And Scotland","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","77.9","%","28984272","37186458","78.1","77.7"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","90.1","%","6410005","7110499","90.5","89.8"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","86.5","%","2920359.5","3374204","87.1","86"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","80.3","%","2405331.5","2994195","81","79.6"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","77.8","%","1545371","1986811","78.7","76.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","83.9","%","1267844","1511514","84.8","82.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","56.7","%","898257","1584118","57.9","55.5"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","63.2","%","38355","60710","69.6","56.8"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","83.2","%","15485523","18622051","83.4","82.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 And Above","National Qualifications Framework (NQF) level","83.3","%","6666543","8003130","83.7","82.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","77.6","%","2298529.5","2962035.5","78.3","76.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","69.2","%","2177429.5","3144436.5","70","68.5"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","62.9","%","1230345","1955565","63.9","61.9"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other Qualifications","National Qualifications Framework (NQF) level","64.6","%","729049","1127697","66","63.3"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","No Qualifications","National Qualifications Framework (NQF) level","37.7","%","544469","1442833","38.9","36.6"
"% of individuals in employment","All","ONS 5+1","2018","Year","England, Wales And Scotland","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","45.6","%","19946","43789","53","38.1"
