"Measure_Type","Employment_type","Ethnicity","Ethnicity_Type","Time","Time_Type","Region","Sex","Value","Value_type","confidence_interval","Numerator","Denominator","Samp_size"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","All","Women","10.4","%","3.4","22100","213700","773"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","All","Women","89.6","%","3.4","191600","213700","773"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","All","8.3","%","6.7","2800","33500","165"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","All","91.7","%","6.7","30700","33500","165"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","Men","3.4","%","5.5","800","22600","103"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","Men","96.6","%","5.5","21900","22600","103"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","London","All","8.2","%","4.2","15600","191300","407"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","London","All","91.6","%","4.2","175300","191300","407"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","London","Men","6.5","%","5","7600","117100","233"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","London","Men","93.2","%","5.1","109100","117100","233"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","London","Women","10.8","%","7.3","8000","74200","174"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","London","Women","89.2","%","7.3","66200","74200","174"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North West","All","7.8","%","4.1","6600","84200","417"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North West","All","92.2","%","4.1","77600","84200","417"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North West","Men","6.6","%","4.8","3600","54300","252"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North West","Men","93.4","%","4.8","50700","54300","252"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","North West","Women","10","%","7.2","3000","29900","165"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","North West","Women","90","%","7.2","26900","29900","165"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South East","All","3.6","%","3.7","1600","45400","237"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South East","All","96.4","%","3.7","43800","45400","237"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South East","Men","3","%","4.5","800","27400","140"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South East","Men","97","%","4.5","26500","27400","140"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","All","7.4","%","5.3","6500","87900","233"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","All","92.6","%","5.3","81400","87900","233"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","Men","5.3","%","5.9","2900","54600","139"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","Men","94.7","%","5.9","51700","54600","139"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","All","7.9","%","6","5100","65000","191"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","All","92.1","%","6","59900","65000","191"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","Men","5.1","%","6.5","1900","38400","109"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","Men","94.9","%","6.5","36500","38400","109"
"Permanent and temporary employment","Temporary","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Pakistani/Bangladeshi","Detailed","2018","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","All","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","All","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","All","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","All","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","All","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","All","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East of England","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East of England","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","East of England","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","London","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","London","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","London","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","London","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","London","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","North West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Scotland","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Scotland","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Scotland","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South East","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South East","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South East","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South West","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South West","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","South West","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Wales","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Wales","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Wales","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","West Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","West Midlands","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","West Midlands","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","West Midlands","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Permanent","Unknown","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","?","%","?","?","?","?"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","All","All","5","%","0.2","1126900","22435200","90948"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","All","All","94.9","%","0.2","21292600","22435200","90948"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","All","Men","4.7","%","0.3","530600","11270700","43461"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","All","Men","95.2","%","0.3","10732300","11270700","43461"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","All","Women","5.3","%","0.3","596300","11164400","47487"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","All","Women","94.6","%","0.3","10560300","11164400","47487"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East Midlands","All","5.3","%","1","90900","1710700","4555"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East Midlands","All","94.6","%","1","1618500","1710700","4555"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East Midlands","Men","5.2","%","1.4","44900","870300","2270"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East Midlands","Men","94.7","%","1.5","824400","870300","2270"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East Midlands","Women","5.5","%","1.5","45900","840400","2285"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East Midlands","Women","94.5","%","1.5","794100","840400","2285"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East of England","All","3.6","%","0.7","81200","2238400","6128"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East of England","All","96.3","%","0.7","2156300","2238400","6128"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East of England","Men","3.3","%","1","37500","1124500","2932"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East of England","Men","96.7","%","1","1086900","1124500","2932"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","East of England","Women","3.9","%","1.1","43600","1113900","3196"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","East of England","Women","96","%","1.1","1069400","1113900","3196"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","London","All","5.4","%","1","123600","2295100","5401"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","London","All","94.4","%","1","2167500","2295100","5401"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","London","Men","4.7","%","1.3","55800","1192300","2622"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","London","Men","95.2","%","1.3","1134700","1192300","2622"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","London","Women","6.2","%","1.4","67900","1102800","2779"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","London","Women","93.7","%","1.4","1032800","1102800","2779"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North East","All","5.5","%","0.9","54400","989400","6368"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North East","All","94.4","%","0.9","933600","989400","6368"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North East","Men","5.4","%","1.3","26100","487300","2998"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North East","Men","94.5","%","1.3","460700","487300","2998"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North East","Women","5.6","%","1.2","28200","502100","3370"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North East","Women","94.2","%","1.2","472900","502100","3370"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North West","All","5.1","%","0.6","132200","2610800","11611"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North West","All","94.9","%","0.6","2476900","2610800","11611"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North West","Men","4.9","%","0.9","63900","1296300","5489"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North West","Men","95","%","0.9","1231500","1296300","5489"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","North West","Women","5.2","%","0.9","68300","1314500","6122"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","North West","Women","94.7","%","0.9","1245300","1314500","6122"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Scotland","All","5","%","0.6","108600","2165000","12833"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Scotland","All","95","%","0.6","2055800","2165000","12833"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Scotland","Men","4.7","%","0.8","50100","1066200","6077"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Scotland","Men","95.3","%","0.8","1015800","1066200","6077"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Scotland","Women","5.3","%","0.8","58400","1098800","6756"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Scotland","Women","94.6","%","0.8","1040000","1098800","6756"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South East","All","5.1","%","0.7","169200","3294900","10419"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South East","All","94.8","%","0.7","3125000","3294900","10419"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South East","Men","4.8","%","0.9","80300","1660400","5072"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South East","Men","95.2","%","0.9","1579900","1660400","5072"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South East","Women","5.4","%","1","88900","1634500","5347"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South East","Women","94.5","%","1","1545100","1634500","5347"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South West","All","5.4","%","0.8","113300","2085300","8303"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South West","All","94.5","%","0.8","1970500","2085300","8303"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South West","Men","4.8","%","1.1","49700","1033700","3918"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South West","Men","95.1","%","1.1","983100","1033700","3918"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","South West","Women","6","%","1.1","63600","1051600","4385"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","South West","Women","93.9","%","1.1","987500","1051600","4385"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Wales","All","6.4","%","0.7","74000","1157000","10526"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Wales","All","93.5","%","0.7","1082100","1157000","10526"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Wales","Men","5.7","%","1","32600","573900","4969"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Wales","Men","94.3","%","1","540900","573900","4969"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Wales","Women","7.1","%","1.1","41400","583100","5557"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Wales","Women","92.8","%","1.1","541200","583100","5557"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","West Midlands","All","4.1","%","0.7","78100","1923200","7083"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","West Midlands","All","95.9","%","0.7","1843800","1923200","7083"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","West Midlands","Men","4","%","1","39500","977600","3427"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","West Midlands","Men","95.9","%","1.1","937100","977600","3427"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","West Midlands","Women","4.1","%","1","38600","945500","3656"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","West Midlands","Women","95.9","%","1","906700","945500","3656"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","5.2","%","0.8","101500","1965500","7721"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","All","94.8","%","0.8","1862600","1965500","7721"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","5.1","%","1.1","50000","988300","3687"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Men","94.8","%","1.1","937200","988300","3687"
"Permanent and temporary employment","Temporary","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","5.3","%","1.1","51500","977200","4034"
"Permanent and temporary employment","Permanent","White","ONS 2011 5+1","2018","Year","Yorkshire and The Humber","Women","94.7","%","1.1","925400","977200","4034"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","All","All","4.8","%","0.2","969500","20377600","84140"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","All","All","95.2","%","0.2","19393800","20377600","84140"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","All","Men","4.4","%","0.3","448500","10244600","40262"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","All","Men","95.5","%","0.3","9788600","10244600","40262"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","All","Women","5.1","%","0.3","521000","10132900","43878"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","All","Women","94.8","%","0.3","9605200","10132900","43878"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East Midlands","All","4.6","%","1","71600","1561500","4140"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East Midlands","All","95.3","%","1","1488500","1561500","4140"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East Midlands","Men","4.4","%","1.4","34400","789800","2051"
"Permanent and temporary employment","Permanent","White British","Detailed","2018","Year","East Midlands","Men","95.5","%","1.4","754500","789800","2051"
"Permanent and temporary employment","Temporary","White British","Detailed","2018","Year","East Midlands","Women","4.8","%","1.5","37200","771600","2089"
